lemma,pos,lang,text
gratuit,X,pl,bezpłatny
gratuit,X,pl,darmowy
gratuit,X,pt,gratuito
gratuit,X,ses,cawta
gratuit,X,sv,gratis
gratuit,X,cs,bezplatný
gratuit,X,cs,zdarma
gratuit,X,uk,вільний
gravats,X,en,rubble
gravats,X,ru,бут
gravats,X,de,Bauschutt
gravats,X,en,building rubble
gravats,X,en,rubble
gravats,X,es,escombros
gravats,X,nl,puin
gravats,X,oc,crapàs
gravats,X,oc,grapàs
gravats,X,pt,escombros
gravats,X,ru,строительный мусор
grave,X,de,schwer
grave,X,de,schwerwiegend
grave,X,de,schlimm
grave,X,en,grave
grave,X,eu,larri
grave,X,br,grevus
grave,X,ca,greu
grave,X,es,grave
grave,X,id,berat
grave,X,id,parah
grave,X,it,grave
grave,X,ja,深刻
grave,X,avk,astirbaf
grave,X,la,gravis
grave,X,ms,teruk
grave,X,nl,ernstig
grave,X,oc,grèu
grave,X,oc,grave
grave,X,oc,seriós
grave,X,pln,ngrabe
grave,X,pap,grave
grave,X,pt,grave
grave,X,ru,серьезный
grave,X,ru,острый
grave,X,ru,нешуточный
grave,X,swb,-dziro
grave,X,se,duođalaš
grave,X,se,stuoris
grave,X,zdj,-dziro
grave,X,cs,vážný
grave,X,en,serious
grave,X,avk,gorestaf
grave,X,pt,sério
grave,X,cs,vážný
grave,X,de,gravitätisch
grave,X,en,serious
grave,X,avk,gorestaf
grave,X,cs,vážný
grave,X,bm,grave
grave,X,cs,vážný
grave,X,en,low-pitched
grave,X,se,gassat
grave,X,en,low-pitched
grave,X,en,bass
grave,X,af,belangrik
grave,X,af,erg
grave,X,af,ernstig
grave,X,de,stumpf
grave,X,de,an
grave,X,de,bedeutend
grave,X,de,bedeutsam
grave,X,de,beträchtlich
grave,X,de,erheblich
grave,X,de,ernst
grave,X,de,wichtig
grave,X,da,vigtig
grave,X,eo,malakuta
grave,X,eo,grava
grave,X,fo,týdningarmikil
grave,X,fo,álvarsamur
grave,X,fi,tärkeä
grave,X,fy,aardich
grave,X,fy,danich
grave,X,hu,fontos
grave,X,ms,penting
grave,X,yua,k’ana’an
grave,X,nl,stomp
grave,X,nl,stomphoekig
grave,X,nl,belangrijk
grave,X,nl,erg
grave,X,nl,ernstig
grave,X,nl,voornaam
grave,X,nl,zwaar
grave,X,nl,zwaarwichtig
grave,X,pl,poważny
grave,X,ro,important
grave,X,ru,важный
grave,X,sv,viktig
grave,X,sw,-kubwa
grave,X,tl,mahalagá
grave,X,tr,ağır
grave,X,tr,ağırbaşlı
grave,X,zu,-phakeme
grec,X,af,Grieks
grec,X,sq,grek
grec,X,gsw,griechisch
grec,X,gsw,griachisch
grec,X,de,griechisch
grec,X,en,Greek
grec,X,ar,يوناني
grec,X,br,gresian
grec,X,br,gresianek
grec,X,bg,гръцки
grec,X,ca,grec
grec,X,zh,希腊的
grec,X,ko,그리스어는
grec,X,da,græsk
grec,X,es,griego
grec,X,eo,greka
grec,X,et,kreeka
grec,X,fi,kreikkalainen
grec,X,fro,grieu
grec,X,fro,gré
grec,X,fro,griu
grec,X,fro,gri
grec,X,fro,gresois
grec,X,fro,grejois
grec,X,fro,griois
grec,X,fro,griesche
grec,X,ast,griegu
grec,X,fy,Gryks
grec,X,ka,ბერძნული
grec,X,got,𐌺𐍂𐌴𐌺𐌹𐍃𐌺𐍃
grec,X,el,ελληνικός
grec,X,grc,ἑλληνικός
grec,X,hu,görög
grec,X,it,greco
grec,X,ja,ギリシアの
grec,X,la,Achivus
grec,X,nl,Grieks
grec,X,no,gresk
grec,X,oc,grèc
grec,X,pap,griego
grec,X,pl,grecki
grec,X,pt,grego
grec,X,ro,grec
grec,X,ru,греческий
grec,X,cu,єлиньскъ
grec,X,sk,grécky
grec,X,sl,gŕški
grec,X,sv,grekisk
grec,X,cs,řecký
grec,X,tr,Yunanlı
grec,X,yi,גריכיש
grenier,X,de,Scheune
grenier,X,de,Getreidemagazin
grenier,X,de,Getreidespeicher
grenier,X,angevin,guernier
grenier,X,en,granary
grenier,X,ar,هري
grenier,X,eu,garautegi
grenier,X,eu,bihitegi
grenier,X,eu,aletegi
grenier,X,eu,garai
grenier,X,eu,ganbara
grenier,X,br,grignol
grenier,X,ca,graner
grenier,X,cilentain méridional,granaru
grenier,X,co,sulaghjolu
grenier,X,co,granaghjolu
grenier,X,da,loft
grenier,X,da,pulterkammer
grenier,X,es,granero
grenier,X,eo,grenejo
grenier,X,fi,vintti
grenier,X,ga,áiléar
grenier,X,gallo,ahaot
grenier,X,io,granario
grenier,X,id,lumbung
grenier,X,it,granaio
grenier,X,ja,穀倉
grenier,X,kha,khlaŋ
grenier,X,km,យុង
grenier,X,kjg,ຈໂອະ
grenier,X,avk,olkxo
grenier,X,la,horreum
grenier,X,lep,ᰁᰤᰩᰵ
grenier,X,nl,graanpakhuis
grenier,X,nl,graanschuur
grenier,X,normand,solyi
grenier,X,cbn,ยุง
grenier,X,oc,granièr
grenier,X,ply,ɕaːŋ⁵³
grenier,X,ro,pod
grenier,X,ru,амбар
grenier,X,se,lokta
grenier,X,sarthois,guernier
grenier,X,swb,kanya
grenier,X,snk,mara
grenier,X,sw,uchaga
grenier,X,tr,ambar
grenier,X,wa,gurnî
grenier,X,de,Dachboden
grenier,X,de,Dachgeschoss
grenier,X,angevin,guernier
grenier,X,en,attic
grenier,X,en,loft
grenier,X,eu,sabai
grenier,X,ca,golfes
grenier,X,co,sulaghjolu
grenier,X,da,loft
grenier,X,es,ático
grenier,X,eo,subtegmento
grenier,X,gallo,ahaot
grenier,X,hu,padlás
grenier,X,id,loteng
grenier,X,it,soffitta
grenier,X,nl,zolder
grenier,X,pl,strych
grenier,X,pl,poddasze
grenier,X,pt,sótão
grenier,X,ru,чердак
grenier,X,se,lokta
grenier,X,sarthois,guernier
grenier,X,sk,podkrovie
grenier,X,cs,podkroví
grenier,X,cs,půda
grenier,X,tr,tavan arası
grenier,X,uk,горище
grenier,X,wa,gurnî
grenier,X,en,breadbasket
grenier,X,en,granary
grenier,X,ca,graner
grenier,X,da,kornkammer
grenier,X,es,granero
grenier,X,ro,granar
grenier,X,en,salt warehouse
grenier,X,ro,pod
grenier,X,vi,vựa lúa
grenier,X,vi,lẫm lúa
grenier,X,vi,nhà để lúa
grenouille,X,aiw,faNqá
grenouille,X,abx,pakla
grenouille,X,af,padda
grenouille,X,agn,talipaka
grenouille,X,sq,bretkosë
grenouille,X,de,Frosch
grenouille,X,alt,бака
grenouille,X,en,frog
grenouille,X,ang,frocga
grenouille,X,ang,frogga
grenouille,X,ar,ضفدع
grenouille,X,ar,ضِفْدَع
grenouille,X,ar,ضَفْدَع
grenouille,X,ary,جرانة
grenouille,X,ary,قرقورة
grenouille,X,aeb,جرانة
grenouille,X,hy,գորտ
grenouille,X,atj,mictekwarikic
grenouille,X,az,qurbağa
grenouille,X,ba,баҡа
grenouille,X,eu,xakel
grenouille,X,eu,igel
grenouille,X,bgb,pepek
grenouille,X,br,glesker
grenouille,X,br,ran
grenouille,X,bg,жаба
grenouille,X,mlc,tu³¹ kop⁴⁵
grenouille,X,ca,granota
grenouille,X,ch,kairo’
grenouille,X,shy,ajṛu
grenouille,X,shy,ajru
grenouille,X,shy,ijra
grenouille,X,zh,青蛙
grenouille,X,zh,蛙
grenouille,X,shi,ⴰⴳⵔⵓ
grenouille,X,cjs,паға
grenouille,X,ko,개구리
grenouille,X,ko,머구리
grenouille,X,co,ranochja
grenouille,X,gcf,gounouy
grenouille,X,hr,žaba
grenouille,X,da,frø
grenouille,X,es,rana
grenouille,X,eo,rano
grenouille,X,et,konn
grenouille,X,fan,nkonga
grenouille,X,fo,frosku
grenouille,X,fi,sammakko
grenouille,X,frp,rnolye
grenouille,X,frp,ranna
grenouille,X,fy,frosk
grenouille,X,fy,kikkert
grenouille,X,ga,frog
grenouille,X,gl,ra
grenouille,X,gyl,fanq’a
grenouille,X,ka,ბაყაყი
grenouille,X,el,βάτραχος
grenouille,X,haw,poloka
grenouille,X,he,צפרדע
grenouille,X,mww,qav nplaum
grenouille,X,hoi,naghiy
grenouille,X,hu,béka
grenouille,X,io,rano
grenouille,X,id,kodok
grenouille,X,ia,rana
grenouille,X,iu,ᓈᕌᔩᖅ
grenouille,X,it,rana
grenouille,X,it,ranocchio
grenouille,X,ja,蛙
grenouille,X,ja,蛙
grenouille,X,jje,가게비
grenouille,X,kk,бақа
grenouille,X,avk,salma
grenouille,X,koy,noghʉye
grenouille,X,la,rana
grenouille,X,lv,varde
grenouille,X,lt,varlė
grenouille,X,lorrain,gueurnouille
grenouille,X,ms,kodok
grenouille,X,ml,തവള
grenouille,X,mg,sahona
grenouille,X,gv,frog
grenouille,X,gv,rannag
grenouille,X,yua,much
grenouille,X,vmz,naxkie̱
grenouille,X,crg,goornouy
grenouille,X,hna,abito
grenouille,X,mn,мэлхий
grenouille,X,nl,kikker
grenouille,X,nl,kikvors
grenouille,X,nl,vors
grenouille,X,nog,бака
grenouille,X,normand,ranne
grenouille,X,normand,grenouole
grenouille,X,non,froskr
grenouille,X,non,frauðr
grenouille,X,non,frauki
grenouille,X,non,padda
grenouille,X,nb,frosk
grenouille,X,nn,frosk
grenouille,X,oc,granhòta
grenouille,X,oc,granolha
grenouille,X,oc,rana
grenouille,X,oc,graulha
grenouille,X,ryu,蛙
grenouille,X,ryu,あーたーびー
grenouille,X,ryu,あたびちゃー
grenouille,X,ryu,あたびち
grenouille,X,ug,paⱪa
grenouille,X,pandunia,krokroke
grenouille,X,pap,dori
grenouille,X,fa,قورباغه
grenouille,X,pcd,raine
grenouille,X,pl,żaba
grenouille,X,pt,rã
grenouille,X,puu,moulandze
grenouille,X,ro,broască
grenouille,X,ro,braska
grenouille,X,ru,лягушка
grenouille,X,se,cuoppu
grenouille,X,szw,kεrkar
grenouille,X,sr,жаба
grenouille,X,sk,žaba
grenouille,X,sl,žaba
grenouille,X,solrésol,doresilafa
grenouille,X,solrésol,d'oresilafa
grenouille,X,ses,nbala
grenouille,X,srn,todo
grenouille,X,sv,groda
grenouille,X,sw,chura
grenouille,X,tl,palakâ
grenouille,X,tzm,agru
grenouille,X,ta,தவளை
grenouille,X,cs,žába
grenouille,X,tqn,aluqw’át
grenouille,X,th,กบ
grenouille,X,kim,баға
grenouille,X,tpi,rokrok
grenouille,X,tok,akesi
grenouille,X,tok,akesi suwi
grenouille,X,tok,akesi telo
grenouille,X,tourangeau,guernoïlle
grenouille,X,tourangeau,guernazialle
grenouille,X,txc,tsʼalε
grenouille,X,tpw,yuhi
grenouille,X,tr,kurbağa
grenouille,X,uk,жаба
grenouille,X,uma,aluq̓át
grenouille,X,vi,con ếch
grenouille,X,vi,ếch
grenouille,X,non,froskr
grenouille,X,waa,aluq’át
grenouille,X,wa,rinne
grenouille,X,yak,aluḵʼát
grenouille,X,zca,mbezh
grenouille,X,zu,ixoxo
grimper,X,abai sembuak,nakod
grimper,X,af,klim
grimper,X,de,klettern
grimper,X,de,klimmen
grimper,X,fro,ramper
grimper,X,en,climb
grimper,X,en,scramble
grimper,X,ang,climban
grimper,X,ar,تسلق اعتلى ارتقى
grimper,X,br,pignal
grimper,X,br,pignat
grimper,X,br,pigniñ
grimper,X,ca,enfilar-se
grimper,X,ca,escalar
grimper,X,ca,grimpar
grimper,X,cic,toyya
grimper,X,da,klatre
grimper,X,es,trepar
grimper,X,eo,grimpi
grimper,X,fo,klíva
grimper,X,fo,klintra
grimper,X,fy,klimme
grimper,X,fy,kliuwe
grimper,X,gd,dìrich
grimper,X,hu,mászik
grimper,X,io,klimar
grimper,X,iu,ᒪᔪᕋᖅ-
grimper,X,it,salire
grimper,X,it,arrampicarsi
grimper,X,it,inerpicarsi
grimper,X,lb,klammen
grimper,X,lb,kloteren
grimper,X,ms,daki
grimper,X,mnb,foni
grimper,X,nl,klauteren
grimper,X,nl,klimmen
grimper,X,normand,encarouâer
grimper,X,no,klatre
grimper,X,ryu,上がいん
grimper,X,ryu,あがいん
grimper,X,pl,wspinać się
grimper,X,pt,subir
grimper,X,pt,trepar
grimper,X,pt,galgar
grimper,X,pt,chegar
grimper,X,ru,влезать
grimper,X,ru,лезть
grimper,X,se,badjánit
grimper,X,sl,splezati
grimper,X,sl,plezati
grimper,X,srn,kren
grimper,X,sv,kliva
grimper,X,sv,klättra
grimper,X,tl,akyatín
grimper,X,tl,umakyát
grimper,X,cs,šplhat
grimper,X,cs,vyšplhat
grimper,X,tsolyáni,nimuél
grimper,X,tr,tırmanmak
grimper,X,vieil okinawaïen,앙갇뎨
grimper,X,nfl,guwa
grimper,X,de,klettern
grimper,X,en,climb up
grimper,X,br,krapañ
grimper,X,br,krapat
grimper,X,br,krapiñ
grimper,X,br,krapout
grimper,X,eo,grimpi
grimper,X,it,arrampicarsi
grimper,X,avk,ticumá
grimper,X,nl,klimmen
grimper,X,oc,arrapar
grimper,X,se,goargŋut
grimper,X,se,gorgŋet
grimper,X,swb,upandra
grimper,X,zdj,uhea
grimper,X,pt,escalar
grimper,X,solrésol,sollasi
gris,X,af,grys
gris,X,de,grau
gris,X,en,gray
gris,X,en,grey
gris,X,ang,græg
gris,X,ar,رمادي
gris,X,hy,գորշ
gris,X,az,boz
gris,X,ba,һоро
gris,X,br,gris
gris,X,br,louet
gris,X,bg,сив
gris,X,ca,gris
gris,X,shy,aɣeḍi
gris,X,shy,annaɣ
gris,X,ctc,dvtlh-k’ee-ye
gris,X,ctc,dvl-ki
gris,X,zh,灰
gris,X,zh,灰色
gris,X,ko,회색
gris,X,co,grisgiu
gris,X,da,grå
gris,X,es,gris
gris,X,eo,griza
gris,X,et,hall
gris,X,fo,gráur
gris,X,fi,harmaa
gris,X,vls,gries
gris,X,fy,grau
gris,X,fy,griis
gris,X,fy,skier
gris,X,gd,glas
gris,X,gag,boz
gris,X,gallo,griz
gris,X,gallo,nierje
gris,X,gallo,paivr
gris,X,gallo-italique de sicile,grig
gris,X,gallo-italique de sicile,grìg
gris,X,gallo-italique de sicile,grisgiu
gris,X,cy,llwyd
gris,X,ka,რუხი
gris,X,ka,ნაცრისფერი
gris,X,got,𐌲𐍂𐌴𐍅𐍃
gris,X,el,πολιός
gris,X,el,γκρίζος
gris,X,el,φαιός
gris,X,grc,πολιός
gris,X,grc,πολιάς
gris,X,grc,φαιός
gris,X,he,אָפוֹר
gris,X,hi,धूसर
gris,X,hu,szürke
gris,X,sah,сиэрэй
gris,X,sah,бороҥ
gris,X,io,griza
gris,X,id,warna abu-abu
gris,X,ia,gris
gris,X,is,grár
gris,X,it,bigio
gris,X,it,grigio
gris,X,ja,灰色
gris,X,ja,グレー
gris,X,ja,ねずみ色
gris,X,krc,кюл бетли
gris,X,krc,темир бетли
gris,X,krc,боз
gris,X,kk,сұр
gris,X,kjh,пора
gris,X,ky,боз
gris,X,ky,сур
gris,X,avk,lukoptaf
gris,X,kum,кюлтюс
gris,X,kum,чал
gris,X,la,canens
gris,X,la,canus
gris,X,la,ravus
gris,X,lv,pelēks
gris,X,li,gries
gris,X,lt,pilkas
gris,X,lb,gro
gris,X,mg,volombatolalaka
gris,X,gv,lheeah
gris,X,mas,séro
gris,X,mas,sʉ́yaán
gris,X,nl,grijs
gris,X,nl,grauw
gris,X,nio,кинтәрәку
gris,X,nio,тодякуо
gris,X,niv,чавр̌
gris,X,no,grå
gris,X,oc,gris
gris,X,ryu,灰色
gris,X,ryu,ふぇーいる
gris,X,osa,xóce
gris,X,uz,kulrang
gris,X,pap,shinishi
gris,X,fa,خاکستری
gris,X,fa,توسی
gris,X,pl,szary
gris,X,pl,siwy
gris,X,pt,cinza
gris,X,pt,cinzento
gris,X,pt,pardo
gris,X,pt,grisalho
gris,X,qua,xótte
gris,X,ro,gri
gris,X,ro,sur
gris,X,ru,серый
gris,X,ru,седой
gris,X,se,ránis
gris,X,sc,mùrinu
gris,X,scn,griciu
gris,X,scn,griggiu
gris,X,scn,grigiu
gris,X,sk,sivá
gris,X,sk,šedivá
gris,X,sl,siva
gris,X,solrésol,laremido
gris,X,solrésol,larem'ido
gris,X,sv,grå
gris,X,tl,kúlay-abó
gris,X,crh,boz
gris,X,crh,külrenki
gris,X,tt,соры
gris,X,cs,šedivý
gris,X,cv,сăрă
gris,X,cv,кăвак
gris,X,kim,бора
gris,X,tyv,бора
gris,X,tsolyáni,tathén
gris,X,tr,gri
gris,X,tr,boz
gris,X,tk,çal
gris,X,tk,boz
gris,X,uk,сірий
gris,X,uum,чал
gris,X,vi,xám
gris,X,wym,graoj
gris,X,yi,גרוי
gris,X,yi,גראָ
gris,X,yo,tí ó lí àwọ̀ dúdú fẹ́rẹ́
gris,X,gallo,pechard
gris,X,en,gray
gris,X,en,grey
gris,X,uk,хмарний
gris,X,en,gray
gris,X,en,grey
gris,X,uk,сірий
gris,X,uk,хмарний
gris,X,en,tipsy
gros,X,de,dick
gros,X,en,fat
gros,X,en,big
gros,X,ga,ramhar
gros,X,gallo,fameûz
gros,X,el,χοντρός
gros,X,mww,rog
gros,X,avk,pwertaf
gros,X,lep,ᰣᰦᰡᰫᰮ
gros,X,mlv,bōybōy
gros,X,normand,gras
gros,X,normand,gros
gros,X,normand,grosse
gros,X,oc,gord
gros,X,pln,ngolo
gros,X,pln,goddo
gros,X,myp,xibígaí
gros,X,pt,gordo
gros,X,pt,gordos
gros,X,zdj,-radji
gros,X,zdj,-nene
gros,X,uk,повний
gros,X,axx,mwii
gros,X,zza,qelaw
gros,X,de,schwer
gros,X,en,great
gros,X,en,big
gros,X,nl,groot
gros,X,oc,gord
gros,X,zdj,-huu
gros,X,tsolyáni,dáli-n
gros,X,zza,gıran
gros,X,zza,geran
gros,X,de,gut
gros,X,en,good
gros,X,es,largo
gros,X,de,schwer
gros,X,en,big
gros,X,el,χοντρός
gros,X,zdj,-huu
gros,X,zdj,-huu
gros,X,af,dik
gros,X,af,vet
gros,X,de,dick
gros,X,de,grob
gros,X,de,zähflüssig
gros,X,de,klebrig
gros,X,de,fett
gros,X,de,große
gros,X,en,great
gros,X,en,big
gros,X,en,bold
gros,X,en,corpulent
gros,X,en,fat
gros,X,en,thick
gros,X,en,stout
gros,X,en,dude
gros,X,ar,كبير
gros,X,br,tev
gros,X,ca,gros
gros,X,shy,karcac
gros,X,shy,azewwar
gros,X,hr,veliki
gros,X,da,tyk
gros,X,es,gordo
gros,X,es,grueso
gros,X,eo,dika
gros,X,et,suur
gros,X,fi,paksu
gros,X,fro,gros
gros,X,fy,tsjok
gros,X,hu,kövér
gros,X,hu,terebélyes
gros,X,hu,vastag
gros,X,io,grosa
gros,X,iu,ᖁᐃᓂᔪᖅ
gros,X,iu,-ᔪᐊᖅ
gros,X,it,grosso
gros,X,it,spesso
gros,X,it,grasso
gros,X,kk,семіз
gros,X,ki,mũnene
gros,X,ki,nene
gros,X,la,carnatus
gros,X,la,crassus
gros,X,la,obesus
gros,X,yua,polok
gros,X,mnb,rombu
gros,X,nl,dik
gros,X,nl,lijvig
gros,X,normand,counséquent
gros,X,normand,grâossyi
gros,X,normand,grâossyire
gros,X,no,tykk
gros,X,oc,gròs
gros,X,pap,diki
gros,X,pap,gordo
gros,X,myp,xahai
gros,X,pl,gruby
gros,X,pt,grosso
gros,X,pt,encorpado
gros,X,pt,espesso
gros,X,pt,volumoso
gros,X,se,gassat
gros,X,se,buoidi
gros,X,srn,fatu
gros,X,srn,deki
gros,X,sv,diger
gros,X,sv,fet
gros,X,sv,tjock
gros,X,sw,-nene
gros,X,sw,-nono
gros,X,tl,makapál
gros,X,cs,tlustý
gros,X,zza,gırd
gros,X,zza,gırs
gros,X,zza,gırsi
gros,X,zza,gırdey
grosse,X,en,gross
grosse,X,eo,groco
grosse,X,nl,gros
grosse,X,pl,gros
grosse,X,cs,veletucet
grosse,X,de,Ausfertigung
grosse,X,en,engrossment
grosse,X,es,primer testimonio
grosse,X,it,copia esecutiva
grosse,X,nl,grosse
grâce,X,de,Anmut
grâce,X,en,grace
grâce,X,en,charm
grâce,X,en,gracefulness
grâce,X,ca,gràcia
grâce,X,hr,čar
grâce,X,da,ynde
grâce,X,es,gracia
grâce,X,eo,gracieco
grâce,X,el,χάρη
grâce,X,it,grazia
grâce,X,ja,品位
grâce,X,avk,kuca
grâce,X,oc,gràcia
grâce,X,oc,gaubi
grâce,X,oc,gaube
grâce,X,oc,galbi
grâce,X,pcd,grache
grâce,X,pcd,bragàrdisse
grâce,X,pl,wdzięk
grâce,X,pl,gracja
grâce,X,pt,graça
grâce,X,ro,grație
grâce,X,solrésol,s'ollami
grâce,X,de,Reiz
grâce,X,hr,elokventnost
grâce,X,avk,kuca
grâce,X,oc,gaubi
grâce,X,oc,galbi
grâce,X,solrésol,s'ollami
grâce,X,de,Gnade
grâce,X,de,Gunst
grâce,X,en,favour
grâce,X,ar,رحمة
grâce,X,ca,gràcia
grâce,X,hr,milost
grâce,X,da,gunst
grâce,X,es,favor
grâce,X,eo,favoro
grâce,X,el,χάρη
grâce,X,ja,恩寵
grâce,X,avk,kava
grâce,X,oc,gràcia
grâce,X,oc,favor
grâce,X,pcd,grache
grâce,X,pl,łaska
grâce,X,se,árbmu
grâce,X,se,oidu
grâce,X,solrésol,s'ollami
grâce,X,tsolyáni,chegúkh
grâce,X,tsolyáni,nanchákikh
grâce,X,de,Anmut
grâce,X,en,kindness
grâce,X,ar,رحمة
grâce,X,hr,blagonaklonost
grâce,X,eo,favoro
grâce,X,oc,gràcia
grâce,X,pcd,crédi
grâce,X,pcd,oblijinche
grâce,X,pl,łaska
grâce,X,de,Gnade
grâce,X,en,gift
grâce,X,en,grace
grâce,X,en,boon
grâce,X,en,grace
grâce,X,ar,رحمة
grâce,X,ar,رحمة
grâce,X,ca,gràcia
grâce,X,hr,milost
grâce,X,fi,armolahja
grâce,X,el,χάρη
grâce,X,ja,霊寵
grâce,X,avk,kava
grâce,X,oc,gràcia
grâce,X,pcd,màrche
grâce,X,pcd,màrche à-dhiu
grâce,X,pcd,màrchi
grâce,X,pl,łaska
grâce,X,ro,grație
grâce,X,ro,har
grâce,X,ru,благодать
grâce,X,se,árpmuattáldat
grâce,X,swb,neema
grâce,X,solrésol,misolre
grâce,X,solrésol,m'isolre
grâce,X,cs,milost
grâce,X,uk,благодать
grâce,X,en,mercy
grâce,X,ar,رحمة
grâce,X,ca,gràcia
grâce,X,hr,milost
grâce,X,fi,armo
grâce,X,oc,gràcia
grâce,X,oc,mercé
grâce,X,pcd,gré
grâce,X,pl,litość
grâce,X,pl,łaska
grâce,X,pt,perdão
grâce,X,zdj,rehema
grâce,X,solrésol,dofasolfa
grâce,X,solrésol,d'ofasolfa
grâce,X,ar,رحمة
grâce,X,ca,gràcia
grâce,X,hr,pomilovanje
grâce,X,da,benådning
grâce,X,eo,favoro
grâce,X,avk,kava
grâce,X,oc,gràcia
grâce,X,pcd,hàrlinme
grâce,X,pt,perdão
grâce,X,solrésol,dofasolfa
grâce,X,solrésol,d'ofasolfa
grâce,X,hr,zahvalnost
grâce,X,avk,kava
grâce,X,oc,gràcia
grâce,X,en,grace
grâce,X,hr,zahvalnica
grâce,X,oc,gràcia
grâce,X,hr,draži
grâce,X,oc,gràcias
grâce,X,af,begunstiging
grâce,X,de,Anmut
grâce,X,de,Begnadigung
grâce,X,de,Begnadigungsrecht
grâce,X,de,Gnadenerlass
grâce,X,de,Grazie
grâce,X,de,Lieblichkeit
grâce,X,de,Reiz
grâce,X,de,Gunst
grâce,X,de,Huld
grâce,X,de,Vergünstigung
grâce,X,de,Dank
grâce,X,ar,فضل
grâce,X,fy,geunst
grâce,X,gallo,grâç
grâce,X,io,gracio
grâce,X,io,graco
grâce,X,id,berkat
grâce,X,id,pesona
grâce,X,id,karisma
grâce,X,it,grazia
grâce,X,la,faventia
grâce,X,la,favor
grâce,X,nl,sierlijkheid
grâce,X,nl,begunstiging
grâce,X,nl,genadigheid
grâce,X,nl,gunst
grâce,X,oc,gràcia
grâce,X,pap,fabor
grâce,X,pl,łaska
grâce,X,pt,graça
grâce,X,pt,garbo
grâce,X,pt,favor
grâce,X,ses,anneema
grâce,X,sv,gunst
grâce,X,sv,nåd
grâce,X,sv,ynnest
grèce,X,af,Griekeland
grèce,X,sq,Greqia
grèce,X,gsw,Griecheland
grèce,X,gsw,Griechelànd
grèce,X,gsw,Griachalànd
grèce,X,de,Griechenland
grèce,X,en,Greece
grèce,X,ar,يونان
grèce,X,an,Grezia
grèce,X,hy,Հունաստան
grèce,X,rup,Gârţii
grèce,X,ast,Grecia
grèce,X,az,Yunanıstan
grèce,X,nds,Grekenland
grèce,X,eu,Grezia
grèce,X,bn,গ্রীস
grèce,X,be,Грэцыя
grèce,X,bs,Grčka
grèce,X,br,Gres
grèce,X,bg,Гърция
grèce,X,ca,Grècia
grèce,X,zh,希腊
grèce,X,ko,그리스
grèce,X,kw,Pow Grek
grèce,X,co,Grega
grèce,X,hr,Grčka
grèce,X,da,Grækenland
grèce,X,es,Grecia
grèce,X,eo,Grekio
grèce,X,et,Kreeka
grèce,X,fo,Grikkaland
grèce,X,fi,Kreikka
grèce,X,vls,Grieknland
grèce,X,fc,Gréce
grèce,X,ksh,Jrihscheland
grèce,X,fy,Grikelân
grèce,X,stq,Griechenlound
grèce,X,frr,Griichenlönj
grèce,X,gd,Grèig
grèce,X,ga,Gréig
grèce,X,gl,Grecia
grèce,X,cy,Gwlad Groeg
grèce,X,ka,საბერძნეთი
grèce,X,el,Ελλάδα
grèce,X,grc,Ἑλλάς
grèce,X,ha,Girka
grèce,X,he,יוון
grèce,X,hi,ग्रीस
grèce,X,hu,Görögország
grèce,X,io,Grekia
grèce,X,ilo,Grecia
grèce,X,id,Yunani
grèce,X,ia,Grecia
grèce,X,is,Grikkland
grèce,X,it,Grecia
grèce,X,ja,ギリシャ
grèce,X,ja,ギリシア
grèce,X,kn,ಗ್ರೀಸ್
grèce,X,kk,Грекия
grèce,X,avk,Ellasa
grèce,X,ku,Yewnanistan
grèce,X,la,Graecia
grèce,X,lzz,ხორუმონა
grèce,X,lv,Grieķija
grèce,X,li,Griekeland
grèce,X,lt,Graikija
grèce,X,lb,Griicheland
grèce,X,mk,Грција
grèce,X,ms,Yunani
grèce,X,ml,ഗ്രീസ്
grèce,X,gv,Ghreag
grèce,X,lij-mc,Gre̍çia
grèce,X,mn,Грек
grèce,X,nci,Helenoyan
grèce,X,na,Greece
grèce,X,nl,Griekenland
grèce,X,no,Hellas
grèce,X,nn,Hellas
grèce,X,oc,Grècia
grèce,X,os,Греци
grèce,X,uz,Yunoniston
grèce,X,fa,یونان
grèce,X,poitevin-saintongeais,Grice
grèce,X,pl,Grecja
grèce,X,pt,Grécia
grèce,X,ro,Grecia
grèce,X,ro,Гречия
grèce,X,ru,Греция
grèce,X,sr,Грчка
grèce,X,scn,Grecia
grèce,X,sk,Grécko
grèce,X,sl,Grčija
grèce,X,sv,Grekland
grèce,X,tg,Юнон
grèce,X,tl,Gresya
grèce,X,cs,Řecko
grèce,X,te,గ్రీస్
grèce,X,th,ประเทศกรีซ
grèce,X,tpi,Gris
grèce,X,tr,Yunanistan
grèce,X,uk,Греція
grèce,X,vi,Hy Lạp
grèce,X,cu,Грьци
grèce,X,vro,Kriika
grès,X,de,Sandstein
grès,X,en,sandstone
grès,X,ca,gres
grès,X,da,sandsten
grès,X,es,arenisca
grès,X,eo,grejso
grès,X,fi,hiekkakivi
grès,X,el,ψαμμίτης
grès,X,io,greso
grès,X,it,gres
grès,X,nl,zandsteen
grès,X,no,sandstein
grès,X,oc,gres
grès,X,oc,cres
grès,X,pl,piaskowiec
grès,X,ru,песчаник
grès,X,sv,sandsten
grès,X,cs,pískovec
grès,X,de,Steinzeug
grès,X,de,Feinsteinzeug
grès,X,en,stoneware
grès,X,ca,gres
grès,X,da,stentøj
grès,X,es,gres
